Title,Artist,Year,Popularity,Duration (s),Tempo (bpm)
The Game Is Over,Tok Tok Tok,2008,0.394394856,211.43465,100.008
Teenageartfagcancerfanclub,DD/MM/YYYY,2005,nan,143.67302,103.794
Old Folks,Grant Green,1961,0.464173992,252.76036,212.022
Blues Walk,Dexter Gordon,1989,0.327736683,376.86812,121.13
Beans And Cornbread,LOUIS JORDAN,1991,nan,173.06077,105.067
Do Nothing 'Til You Hear From Me,Steve Tyrell,2008,nan,189.41342,100.011
Some Lonesome Street Corner,Cars & Trains,2009,0.537334663,188.49914,144.04
Two,Lee Ranaldo,1993,nan,905.76934,154.914
Angel,Dave Eggar,2002,0.253834736,331.96363,95.376
Few Too Many,Julia Fordham,1988,0.265861049,200.61995,89.881
S.Y.S.G.U.,DL Incognito,2006,0.313562114,145.50159,97.732
The Longest Road (Morgan Page Lost Horse Mix),Morgan Page,2008,0.304169503,381.07383,128.018
Amar y Querer,KALIMBA,2009,0.478726288,352.522,82.951
Got The Bull By The Horns,Johnny Horton,1996,0.425124658,112.03873,166.024
La Niña Es Ya Mujer,Nino Bravo,1972,0.334706549,162.66404,116.957
Go Outside,Robbie Seay Band,2007,0.657056484,359.49669,140.055
Twist Ya Around,Sean Kingston,2009,nan,203.80689,107.976
Prelude: Coup De Grace,Treat,2010,0.507489844,146.96444,116.385
Yr Mangled Heart,Gossip,2006,nan,372.61016,83.371
Rains,Rapoon,1993,0.323112121,362.91873,117.465
Throwing My Life Away,Norther,2006,0.607036691,188.02893,190.037
Legionnaires Song,Astralasia,2005,nan,209.76281,131.927
Here We Are,Deep Thinkers,2005,nan,225.90649,81.637
Take The Props Away,Broadcast 2000,2010,nan,144.84853,220.031
Histoire D'Un Amour,Victoria Abril,2007,nan,163.29098,104.976
Overload,SSS,2007,0.607044094,172.09424,196.111
Intro,Lovehatehero,2005,0,25.49506,176.551
Takin' A Chance,Kathy Troccoli,1994,0,217.67791,108.847
Festa De Rodeio,Leandro and Leonardo,1998,nan,237.58322,125.016
Blue Blue Day,Don Gibson,1987,nan,115.35628,100.179
Sleepy Soliloquy,Diesel Boy,1998,0.340922756,89.7824,212.992
Open Up Your Eyes,Ektomorf,2000,0.447135796,361.84771,133.773
Firefly,Da Lata feat. Jinko,2003,0.630683776,239.96036,139.947
Just Another Metal Band,Filthy Christians,1990,0,71.47057,100.108
Evoke An Object,Mouse On Mars,2004,0.48306456,491.2322,132.947
Heartbeat,Somerville_ Jimmy,1995,0.403798072,265.79546,128.326
Yes Sir_ I Can Boogie,Sophie Ellis-Bextor,2003,0.57040594,238.36689,125.029
Mr. Roque / Betty's Theme,Angelo Badalamenti,2001,0.682230871,246.64771,93.138
Been Mistreated,R.L. Burnside,1998,0.493945868,66.71628,96.051
Da Für Di,Plüsch,2004,0.299877488,245.15873,135.019
The Best Of Love,Michael Bolton,1997,nan,259.26485,91.155
Dravá,Budoár Staré Dámy,2002,0.38293509,128.36526,151.246
Psychedelic Man,Kraan,2007,0,257.04444,108.369
Anything (Interlude) (Album Version),Carl Thomas,2000,0.525497119,97.41016,170.072
Comin Home,The Underwolves,2001,nan,284.49914,108.97
Hold On,EN VOICE,2005,0.377531645,339.51302,105.023
Si Me Pudieras Querer,Sierra Maestra,2005,0.215080319,196.44036,96.597
Powerplant,Ewigkeit,2004,nan,267.78077,129.93
Trail Of Nomads,Desert Dwellers,2009,0.417641648,367.12444,127.987
Xmas Day,Hey Hey My My,2010,0.526338184,212.53179,100.02
La Neige Au Sahara,Anggun,1997,0.69099229,258.32444,167.968
Bend It Like Bender!,Devin Townsend Project,2009,0.716695946,215.14404,131.972
Nutville,Horace Silver Quintet,1965,nan,435.722,96.949
Dizzy,Tommy Roe,1969,nan,174.91546,102.12
Un Jour Tu Verras,Toots Thielemans,1998,0.327736683,236.12036,104.171
THIS ONE'S FOR THE CHILDREN (REPRISE),New Kids On The Block,1989,0,73.66485,148.593
One In A Row,Buddy Jewell,2003,0.482930105,202.60526,76.516
Tell Me Something I Don't Know,Chesney Hawkes,2007,0.248038529,212.79302,99.994
Get Out!! (Explicit LP Version),Busta Rhymes,2000,0.598428549,183.2224,181.152
Signs Of Life,Subsonic Park,2008,nan,457.76934,247.995
Run For Your Life,6 Day Riot,2009,0.552007132,152.16281,183.409
Your Summer Dress,Dirty on Purpose,2006,0.547892149,301.81832,124.411
River_ The,Joe Bonamassa,2004,0.543052864,330.03057,152.271
Sleepwalking Convict,Silence 4,2000,nan,348.13342,87.173
Sorvarin humppa,Elakelaiset,1995,0,126.22322,172.56
Brimstone Landscapes,Augury,2009,0.536830581,270.07955,174.238
It's Happening Today,Slapshot,1986,0.474882706,144.32608,193.183
Comin' Back,Gabor Szabo,1967,0.358976526,114.02404,172.266
Ready to Be,Justin Currie,2010,0.462643183,242.54649,101.848
Hard sensation,Androgyn Network,2002,0.472575851,261.77261,219.971
Shut Up & Let It Go,Sidney Samson,2010,0,300.09424,128.043
Busted Trees (C's Spacetrumental),Directions,2008,nan,525.42649,61.499
Christmas Is A Joyful Day,Lord Executor,2004,nan,167.6273,100.679
Armed Observation,Doctor Nerve,1997,nan,150.93506,110.77
Media Skeptic,Municipal Waste,2009,0.602435712,92.89098,128.615
Harmony,Susie Suh,2005,0.636287224,233.82159,112.036
Spiritual Antiseptic,Hallucinogen,1998,0.685075979,528.69179,145.004
The Remington Ride,The String Cheese Incident,1997,0.400039657,249.73016,159.879
Broken Arrow,Buffalo Springfield,1967,nan,373.83791,91.838
Rubber or,God Is My Co-Pilot,1996,0.249065795,271.80363,92.88
Messidor (Live 13.8.1981),The Durutti Column,2008,0.270775999,149.34159,122.004
Labor Vs. Leisure,Consolidated,1992,0.360370583,41.61261,101.366
I Can't Stand The Rain,Ann Peebles,1974,nan,152.08444,80.204
Seasons of Wither,Novadriver,2000,0.327736683,313.5473,105.485
Vlado Video,Quit Your Dayjob,2005,0.443470828,133.95546,161.141
Weihnacht überall,Bata Illic,1993,0,171.4673,124.602
The Final Curtain,Edenbridge,2003,0.603389989,282.3571,111.842
World Without End (Album Version),The Boxer Rebellion,2005,nan,257.20118,70.462
Turbo Love,Bag Raiders,2008,nan,316.70812,128.958
The Pretender (Holy Ghost Remix),Datarock,2009,0.474054831,166.19057,128.265
Murdered Mozart,The Tiger Lillies,2006,0.323112121,110.65424,119.679
One Step Away,First Choice,1973,0.334706549,190.85016,131.296
Brave [UK Mix],Idina Menzel,2008,0.246865094,273.65832,144.015
Juovuskissa,Siiri Nordin,2008,nan,228.72771,131.236
Den Gale (Intro),Den Gale Pose,2001,nan,9.66485,0
A Billion Tons of Light,Vega4,2006,0.505487343,288.36526,157.932
O Toco,Raimundos,1997,nan,126.48444,109.742
Studentessa Universitaria,Simone Cristicchi,2005,0.456949544,230.76526,184.559
I'll Keep You Satisfied,Billy J Kramer & The Dakotas,1963,nan,125.67465,125.28
Sunglasses After Dark,Dwight Pullen,1999,nan,128.93995,174.313
Fatty Boom Boom Dub,The Aggrovators,2007,0.332070982,146.93832,146.381
Stormy Weather,Jeanie Lambe & The Danny Moss Quartet,1996,nan,200.51546,98.582
Living The Dream,a1,2000,0.454042766,234.03057,165.974
A Likkle Supm Supm,Promoe,2004,0.628209021,266.55302,182.382
Hush Now (Stella's Tarantella),Over The Rhine,2005,0.666403519,202.73587,77.258
Heartbomb,Deutsch Nepal,2006,0.447784051,333.68771,77.932
Warring Ways,Will Kimbrough,2006,0.265861049,210.6771,79.035
I Like Your Style,Tower Of Power,1993,nan,221.98812,120.564
You Are the Life Inside of Me,Paul Young,1993,nan,274.33751,118.764
Ride,Truth Hurts,2004,0,184.08444,50
Tickets To A Better Place (Album Version),7 Seconds,1987,0.401486711,143.64689,130.161
Un proton pour toi_ un neutron pour moi,I:Cube,2006,nan,373.55057,123.978
introit nefas,Vesania,2003,0.619812366,40.72444,154.699
Girls Dem Sugar,Beenie Man,1996,0.62525928,230.03383,91.074
Por Que No Les Devuelves El Sol,Antonio Orozco / Youssou N'Dour,2006,0.400039657,240.90077,135.053
Fitter Stoke Has A Bath,Hatfield And The North,1975,0.528782481,275.35628,191.411
Ninos De La Bola (Pour Audrey),Novy Svet,1999,0.371208394,224.7571,117.68
When All Is Said And Done,Threat Signal,2006,0.567389737,343.95383,102.503
Hunt For The Kill,Cari Clara,2003,nan,235.20608,120.076
Da Un Nastro,Articolo 31,1996,0.39690522,36.8322,80.555
Seaside,George Pallikaris,2001,nan,340.79302,144.011
A plea for tenderness,Modern Lovers,1992,0.580590477,429.00853,126.77
I Finally See,Fermented Reptile,1999,nan,160.44363,93.24
Small Love / Ahava Ketana,Shiri Maimon,2005,nan,225.64526,180.174
Grits Ain't Groceries,The Blues Band,1982,nan,236.9824,141.368
Welcome,Ronee Blakley,1975,nan,165.642,106.983
Here Comes The Moon Man,Amon Tobin,2006,0.597241837,260.38812,160.144
Clouds In My Heart,Muddy Waters,1981,nan,176.79628,99.356
Beirut_ A War Zone,Harry Gregson-Williams,2001,0.450762242,200.04526,219.972
Zither,Doves,2000,0.695820577,151.82322,138.167
War,Obszön Geschöpf,2004,0.352232225,452.77995,115.008
House Of 1000 Corpses,Rob Zombie,2001,0.372530039,269.84444,113.451
Dreamlord,Moongarden,2008,0.407901717,690.59873,150.093
Rugby,Matthias Tanzmann,2008,nan,437.7073,124.984
Ai No Corrida (Original Radio Edit),Uniting Nations,2005,nan,190.51057,127.953
Boom Boom (Out Go The Lights),Pat Travers Band,2003,0,305.10975,172.862
Who Am I?,Kob,2009,nan,265.45587,145.589
Gypsy Woman,Martin Sexton,1996,nan,983.30077,186.715
Chicken Shack,Charles Musselwhite,1991,nan,256.07791,130.205
As The Rim Spins,Bubba Sparxxx,2006,0.569275651,179.59138,123.284
Roadkill,Whale,1998,0.375984302,257.30567,99.957
Contato Imediato,Arnaldo Antunes,2006,nan,198.63465,69.611
Nothing But The Marvellous Is Beautiful (2003 Digital Remaster),Lindisfarne,1970,nan,282.17424,105.763
Down To Earth,Justin Bieber,2009,0.815306969,245.73342,81.949
Mighty Good Leader,Audio Adrenaline,1999,nan,212.89751,123.022
The Have Nots,House Of Pain,1996,0.57505605,264.07138,95.367
Ananada's Theme,Earthling,1995,nan,188.99546,92.095
Plan Of Seduction,John Ottman,2002,nan,495.41179,130.944
Your Turn Now (Album Version),J.D. Souther,1976,0,224.62649,131.622
Welcome Christmas,Mannheim Steamroller,2008,nan,153.73016,131.08
I Want You To Be My Girl,Frankie Lymon And The Teenagers,1956,0,180.13995,85.561
Run To The Devil,Dragonwyck,2007,0.266955186,221.88363,134.719
Manny's Song,Stroke 9,1993,0,264.46322,153.415
Shady Grove (Album Version),Mudcrutch,2008,0.757051858,238.41914,223.751
Of Dust And Nations,Thrice,2005,0.829067524,291.76118,86.704
Cut Cut Paste,Tokyo Police Club,2007,nan,104.202,170.885
In Your Mind (1999 Digital Remaster),Bryan Ferry,1977,0.249277652,318.82404,122.278
Jelefne bi salam,Mariem Hassan,2005,nan,237.00853,117.849
Shut Up Old Man,The Phantom Limbs,2001,0.413739836,160.13016,176.031
Prognoz,The Evpatoria Report,2005,0.629632915,837.90322,101.748
Les chiens de paille,Miossec,2009,nan,209.55383,112.149
Under Construction,1.000 Mexicans,1997,0.368413733,328.72444,145.47
Keep Me Warm,Ida Maria,2008,nan,273.42322,121.197
Coccodrilli,Samuele Bersani,1997,nan,239.90812,178.048
Score,Frank Klepacki,1999,0.50111684,109.03465,86.704
Don't You Go Walking,Divinyls,1983,nan,364.12036,143.678
Damaged Goods,Niacin,2001,0.447135796,264.98567,200.085
My 11 is Your 1:30,Bel Air Academy,2006,nan,214.90893,87.527
Catch A Fall,4 Strings,2007,nan,283.89832,141.974
Labyrinthine (Crimson),Ephel Duath,2003,0.502449624,321.90649,124.767
When I See You Again,Railer,2002,0.191204722,203.93751,124.018
Helen and Simon Magus,White Willow,1998,0.38706499,556.19873,110.731
He Hates Me,Sarah Johns,2007,0.552007132,180.21832,131.947
The glowaway,Lukestar,2004,0,233.74322,134.149
Find Your Way Back (Album Version),Michelle Branch,2003,0.31025958,224.13016,94.139
Time of Pain,Stressball,1993,nan,168.30649,99.619
Caffeine Avalanche,Mercury Tilt Switch,2002,nan,160.62649,115.518
Bored Teenagers,The Adverts,1977,nan,126.51057,170.394
We Could Have It All,Saint Etienne,2009,0.270775999,168.80281,121.905
Another Day,Remi Nicole,2009,0.304169503,148.40118,110.082
Winner (Acoustic),Hallo Venray,2008,nan,136.14975,125.436
Eye Beby Y Ben II,Frog Pocket,2002,0.568494716,508.96934,128.418
Pressure,Sunscreem,1992,nan,349.93587,128.007
Fragile (LP Version),Paul Rodgers,1983,0.263514143,285.70077,140.803
If I Don't Wake Up,Suicidal Tendencies,1988,0.548678056,293.72036,201.245
All That I Have Sown,Bebo Norman,2001,0.334706549,311.64036,117.167
Punainen Kukko,Mokoma,2003,nan,297.29914,99.948
Taboo (Digitally Remastered 96),Martin Denny,2003,nan,228.49261,153.982
Love It Or Leave It Alone/Welcome To Jamrock,Alicia Keys featuring Damien Marley_ Mos Def_ Common & Friends;Alicia Keys featuring Mos Def & Common,2005,0.54766287,406.54322,200.097
Falling In Love With Love,Kenny Dorham,1957,nan,549.56363,156.203
Hell Or Highwater,Marc Ford,2006,0.517292811,270.75873,131.826
Working Too Hard,The Nerves,1976,nan,113.44934,129.298
Djembe,Salif Keita,1994,0.430160637,305.21424,107.67
Anything's Possible,Gary Chapman,1996,0.427446571,313.3122,144.01
Cherry Pink And Apple Blossom White,Eddie Calvert,1996,nan,141.5571,113.943
Como ruge la candela,Clave Y Guaguancó,1998,nan,254.6673,238.339
Heartbreak Line,The Dickey Betts Band,1988,0,291.57832,133.408
East-Side Skit,B.O.B.,2008,0.407717905,69.53751,123.255
Cold,Jag Panzer,2004,nan,215.90159,119.911
New Disease (Album Version),Spineshank,2008,0.267796129,194.45506,122.022
Taxi,Sway,2008,0.355285536,187.08853,87.363
BASNA,Belfast Food,2002,nan,180.63628,112.52
I Quit (LP Version),Meat Puppets,2000,nan,181.28934,155.835
Cover The Roots / Lower The Stems,Moving Mountains,2007,0.63141316,304.5873,83.5
When Day Is Done,The Chordettes,2002,0,173.5571,146.167
Life's A Gas,The Strokes,2006,0.592932119,188.89098,159.994
Fun And Games,Isley Brothers,1978,0.327736683,281.33832,116.21
But Beautiful,Stan Getz / Bill Evans,2000,nan,280.65914,108.948
Waterfall  (Third Verse Album Version),Smalltown Poets,2000,nan,255.32036,139.78
Mistral Chimes at Nightfall,The Autumns,2000,0.352232225,279.7971,141.938
Le Ringard,Alexis HK,2002,0.413739836,316.08118,168.99
Alea Larta Es,Tribe of Circle,2006,0,428.14649,168.956
Worth (Album Version),Mercy Fall,2006,0.494489518,276.89751,151.897
Tempest,Dave Eggar,2005,0.262308997,299.80689,184.502
Closet Chronicles,Kansas,1977,0.664057158,391.49669,170.192
A New Dawn,Steve Forte Rio,2007,0.579533225,493.89669,130.869
Wish,Lighthouse Family,2001,nan,285.75302,102.986
Suspicion,Liege Lord,1988,0.541268534,208.24771,130.91
World In Your Eyes,Paul McLaney,2007,0,152.58077,194.886
Let Him Fly,Jessica Simpson,2006,0.524822258,191.45098,107.633
Girls,Iggy Pop,1979,nan,186.46159,144.914
Arms Of A Stranger,12 Stones,2007,0.685315871,196.85832,169.611
Do What You Want (Live),Bad Religion,1997,nan,75.33669,107.641
It Don't Get Better Than This,RODNEY CROWELL,1992,0.212045405,164.98893,125.045
Rear Moth,Psapp,2004,0.615223022,236.45995,179.952
Lost,Satanic Surfers,1997,0.478726288,171.65016,206.289
Another White Dash,Butterfly Boucher,2004,0.646115393,200.75057,195.055
Can't Smile Without You,Barry Manilow,1978,nan,186.69669,99.496
Obscure Divine Manifestation,Old Man's Child,2000,0.520564622,259.02975,96.695
Dense Properties,Liquid Zen,2006,0.212045405,334.70649,75.551
S.T.C. (Shoot Them Canons),4LYN,2004,0.488289876,180.34893,95.038
A Chicken Ain't Nothin' But A Bird,Cab Calloway,1994,nan,171.17995,160.676
Rome On Fire,Seabound,2001,0.496175336,254.17098,139.045
Goldfinger,Leningrad Cowboys,2006,0.471578248,246.30812,168.183
Shrek,The Beta Band,2004,0.483270725,235.59791,199.489
Becttem Pollt,Koenjihyakkei,2001,nan,317.43955,106.51
Deceiver / Songs Of The Ocean,Stream of Passion feat. Ayreon,2006,0.467365631,370.49424,131.958
Do You Know What I Idi Amin (Album Version),Chuck E. Weiss,1999,nan,335.5424,106.72
Sick Trip,Gary Wilson,2003,0.372530039,151.53587,85.768
Black Wax,Dananananaykroyd,2009,0.691326108,243.35628,137.024
The Ring In Return,Coheed and Cambria,2003,0.660783021,127.08526,162.468
Bei Mir Bist Du Schön (Means that You're Grand),The Andrews Sisters,1991,nan,182.54322,82.235
Get Up!,Captain Jack,1999,nan,216.68526,133.005
Cram It Up Your Ass,Guttermouth,2001,0.511424326,396.87791,99.872
Playa Raton,Phantom Surfers,2000,0.270746494,127.52934,181.555
Hard Times_ Come Again No More,Akiko Yano,1991,0,223.65995,101.042
On The Move (Original Mix),Barthezz,2001,0.365143804,391.99302,133.988
Circle Of Friends,Fudge Tunnel,1994,0.408539863,273.65832,182.147
Make Her Say,Kid Cudi / Kanye West / Common,2009,nan,367.80363,0
Plomo,Sólo Los Solo,2005,nan,195.99628,85.784
Chase,Giorgio Moroder,1978,nan,509.80526,125.329
The Road To Devastation,KATAKLYSM,2006,nan,448.65261,128.015
Hallucination,Dannii Minogue,2009,0.393653936,358.81751,122.26
Matthew,Granfaloon Bus,2000,0.352232225,240.19546,90.908
The Dirty Thirst,Attic Lights,2008,nan,213.62893,120.006
Muskeln,Jäger 90,2007,nan,198.03383,110.152
Embrace,Ghost in the Machine,1999,0,197.53751,110.04
Jetzt Erst Recht,LaFee,2007,0.556788508,248.99873,146.017
An Ace Unable To Change,Songs:Ohia,1998,0.419125893,465.55383,140.796
Wind Dance,Carlos Nakai,1990,0.494489518,158.24934,54.013
I'm Not Okay,Lionel Richie,2008,0.556549948,209.00526,98.029
Nosotros Dos,Isabel Pantoja,1998,0,216.81587,122.491
Pymalion qui moult subtilz estoit,Ensemble PAN,1991,0,354.61179,66.223
Narrow Road,Sleeping Giant,2007,0.493945868,118.59546,127.782
Look And See,Wynton Marsalis,1997,0,308.79302,136.714
Totally Compulsive,Wetdog,2008,nan,153.65179,90.077
Pretty Polly,The Stanley Brothers,1996,0.604500739,172.87791,142.328
Nervous,Willie Dixon / Memphis Slim,2004,0.408110884,195.86567,100.529
Orgy,The Glove,1983,0.561164085,199.52281,124.254
In lichter Farbe steht der Wald (Club-Mix),Helium Vola,2004,0.557449927,429.06077,155.029
A Long Fetch Over,The Balustrade Ensemble,2007,nan,295.94077,88.336
I Can Feel Heart Beat,Chuck Prophet,2007,0.253834736,201.56036,116.142
We Are Family,Sister Sledge,1979,0.270775999,408.81587,122.523
Beautiful,Hepcat,2000,0.604387893,234.57914,98.167
When You Gonna Learn?,Jamiroquai,2002,nan,230.63465,107.701
C'Est Pas Vrai,Jean-Jacques Goldman,2001,nan,418.7424,129.913
Praying For Time,George Michael,1990,nan,283.0624,127.824
Love Don't Love Nobody (Album Version),Eric Clapton,2005,0.519448581,433.26649,69.116
Bien,Babasonicos,1992,0.513213954,336.32608,171.794
Hey Revolution,We All Together,1973,nan,235.51955,118.564
Four,Hope Of The States,2006,0.462379946,188.08118,134.974
Take Me To A Higher Plane,Kate Nash,2010,0.70942551,200.12363,107.306
Boss Of Nova (LP Version),Gerald Albright,1991,0,390.29506,155.72
Novocaine,Little Big Town,2007,nan,249.57342,118.049
No Damn Good,Gary Allan,2005,0.569029086,222.87628,123.414
The Wrong Thing,The Congos,1977,0.604423705,169.1424,133.238
Time Of The Preacher Theme,Carla Bozulich,2003,0.323112121,32.41751,106.542
Turn It Around,Dag Nasty,1992,0.499098881,172.77342,154.907
Dead Ringer,Rise Against,2003,0.702082606,91.71546,103.037
I've Got The World To Hold Me Up,Barry White,1995,0.304169503,180.37506,110.54
How Would I Know,Melissa Etheridge,1999,0.543796627,259.21261,85.787
Lucky Country,Richard Clapton,1989,nan,259.34322,150.443
You're Driving Me Insane,Ike Turner,2005,nan,140.53832,158.675
4 UR Ears,Timo Maas,2005,nan,333.94893,116.957
The Behemoth,The Acacia Strain,2008,0.597596266,396.95628,120.021
Castle In the Sky,Dj Satomi,2005,nan,166.53016,131.918
Lawn Boy (LP Version),Phish,1990,nan,151.7971,105.297
I Surrender,The Disco Boys,2010,nan,365.47873,127.992
Chertograd,Deathstars,2009,0.650315076,285.83138,84.998
